id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	rank	0|0	0|1	0|10	0|11	0|12	0|13	0|14	0|15	0|16	0|17	0|18	0|19	0|2	0|20	0|21	0|23	0|24	0|25	0|26	0|3	0|4	0|5	0|6_0	0|6_1	0|6_2	0|6_3	0|7	0|8	0|9	1|0	1|1	1|10	1|11	1|12	1|13	1|14	1|15	1|16	1|17	1|18	1|19	1|2	1|20	1|21	1|23	1|24	1|25	1|26	1|3	1|4	1|5	1|6_0	1|6_1	1|6_2	1|6_3	1|7	1|8	1|9	10|0	10|1	10|10	10|11	10|12	10|13	10|14	10|15	10|16	10|17	10|18	10|19	10|2	10|20	10|21	10|23	10|24	10|25	10|26	10|3	10|4	10|5	10|6_0	10|6_1	10|6_2	10|6_3	10|7	10|8	10|9	11|0	11|1	11|10	11|11	11|12	11|13	11|14	11|15	11|16	11|17	11|18	11|19	11|2	11|20	11|21	11|23	11|24	11|25	11|26	11|3	11|4	11|5	11|6_0	11|6_1	11|6_2	11|6_3	11|7	11|8	11|9	12|0	12|1	12|10	12|11	12|12	12|13	12|14	12|15	12|16	12|17	12|18	12|19	12|2	12|20	12|21	12|23	12|24	12|25	12|26	12|3	12|4	12|5	12|6_0	12|6_1	12|6_2	12|6_3	12|7	12|8	12|9	13|0	13|1	13|10	13|11	13|12	13|13	13|14	13|15	13|16	13|17	13|18	13|19	13|2	13|20	13|21	13|23	13|24	13|25	13|26	13|3	13|4	13|5	13|6_0	13|6_1	13|6_2	13|6_3	13|7	13|8	13|9	14|0	14|1	14|10	14|11	14|12	14|13	14|14	14|15	14|16	14|17	14|18	14|19	14|2	14|20	14|21	14|23	14|24	14|25	14|26	14|3	14|4	14|5	14|6_0	14|6_1	14|6_2	14|6_3	14|7	14|8	14|9	15|0	15|1	15|10	15|11	15|12	15|13	15|14	15|15	15|16	15|17	15|18	15|19	15|2	15|20	15|21	15|23	15|24	15|25	15|26	15|3	15|4	15|5	15|6_0	15|6_1	15|6_2	15|6_3	15|7	15|8	15|9	16|0	16|1	16|10	16|11	16|12	16|13	16|14	16|15	16|16	16|17	16|18	16|19	16|2	16|20	16|21	16|23	16|24	16|25	16|26	16|3	16|4	16|5	16|6_0	16|6_1	16|6_2	16|6_3	16|7	16|8	16|9	17|0	17|1	17|10	17|11	17|12	17|13	17|14	17|15	17|16	17|17	17|18	17|19	17|2	17|20	17|21	17|23	17|24	17|25	17|26	17|3	17|4	17|5	17|6_0	17|6_1	17|6_2	17|6_3	17|7	17|8	17|9	18|0	18|1	18|10	18|11	18|12	18|13	18|14	18|15	18|16	18|17	18|18	18|19	18|2	18|20	18|21	18|23	18|24	18|25	18|26	18|3	18|4	18|5	18|6_0	18|6_1	18|6_2	18|6_3	18|7	18|8	18|9	19|0	19|1	19|10	19|11	19|12	19|13	19|14	19|15	19|16	19|17	19|18	19|19	19|2	19|20	19|21	19|23	19|24	19|25	19|26	19|3	19|4	19|5	19|6_0	19|6_1	19|6_2	19|6_3	19|7	19|8	19|9	2|0	2|1	2|10	2|11	2|12	2|13	2|14	2|15	2|16	2|17	2|18	2|19	2|2	2|20	2|21	2|23	2|24	2|25	2|26	2|3	2|4	2|5	2|6_0	2|6_1	2|6_2	2|6_3	2|7	2|8	2|9	20|0	20|1	20|10	20|11	20|12	20|13	20|14	20|15	20|16	20|17	20|18	20|19	20|2	20|20	20|21	20|23	20|24	20|25	20|26	20|3	20|4	20|5	20|6_0	20|6_1	20|6_2	20|6_3	20|7	20|8	20|9	21|0	21|1	21|10	21|11	21|12	21|13	21|14	21|15	21|16	21|17	21|18	21|19	21|2	21|20	21|21	21|23	21|24	21|25	21|26	21|3	21|4	21|5	21|6_0	21|6_1	21|6_2	21|6_3	21|7	21|8	21|9	23|0	23|1	23|10	23|11	23|12	23|13	23|14	23|15	23|16	23|17	23|18	23|19	23|2	23|20	23|21	23|23	23|24	23|25	23|26	23|3	23|4	23|5	23|6_0	23|6_1	23|6_2	23|6_3	23|7	23|8	23|9	24|0	24|1	24|10	24|11	24|12	24|13	24|14	24|15	24|16	24|17	24|18	24|19	24|2	24|20	24|21	24|23	24|24	24|25	24|26	24|3	24|4	24|5	24|6_0	24|6_1	24|6_2	24|6_3	24|7	24|8	24|9	25|0	25|1	25|10	25|11	25|12	25|13	25|14	25|15	25|16	25|17	25|18	25|19	25|2	25|20	25|21	25|23	25|24	25|25	25|26	25|3	25|4	25|5	25|6_0	25|6_1	25|6_2	25|6_3	25|7	25|8	25|9	26|0	26|1	26|10	26|11	26|12	26|13	26|14	26|15	26|16	26|17	26|18	26|19	26|2	26|20	26|21	26|23	26|24	26|25	26|26	26|3	26|4	26|5	26|6_0	26|6_1	26|6_2	26|6_3	26|7	26|8	26|9	3|0	3|1	3|10	3|11	3|12	3|13	3|14	3|15	3|16	3|17	3|18	3|19	3|2	3|20	3|21	3|23	3|24	3|25	3|26	3|3	3|4	3|5	3|6_0	3|6_1	3|6_2	3|6_3	3|7	3|8	3|9	4|0	4|1	4|10	4|11	4|12	4|13	4|14	4|15	4|16	4|17	4|18	4|19	4|2	4|20	4|21	4|23	4|24	4|25	4|26	4|3	4|4	4|5	4|6_0	4|6_1	4|6_2	4|6_3	4|7	4|8	4|9	5|0	5|1	5|10	5|11	5|12	5|13	5|14	5|15	5|16	5|17	5|18	5|19	5|2	5|20	5|21	5|23	5|24	5|25	5|26	5|3	5|4	5|5	5|6_0	5|6_1	5|6_2	5|6_3	5|7	5|8	5|9	6_0|0	6_0|1	6_0|10	6_0|11	6_0|12	6_0|13	6_0|14	6_0|15	6_0|16	6_0|17	6_0|18	6_0|19	6_0|2	6_0|20	6_0|21	6_0|23	6_0|24	6_0|25	6_0|26	6_0|3	6_0|4	6_0|5	6_0|6_0	6_0|6_1	6_0|6_2	6_0|6_3	6_0|7	6_0|8	6_0|9	6_1|0	6_1|1	6_1|10	6_1|11	6_1|12	6_1|13	6_1|14	6_1|15	6_1|16	6_1|17	6_1|18	6_1|19	6_1|2	6_1|20	6_1|21	6_1|23	6_1|24	6_1|25	6_1|26	6_1|3	6_1|4	6_1|5	6_1|6_0	6_1|6_1	6_1|6_2	6_1|6_3	6_1|7	6_1|8	6_1|9	6_2|0	6_2|1	6_2|10	6_2|11	6_2|12	6_2|13	6_2|14	6_2|15	6_2|16	6_2|17	6_2|18	6_2|19	6_2|2	6_2|20	6_2|21	6_2|23	6_2|24	6_2|25	6_2|26	6_2|3	6_2|4	6_2|5	6_2|6_0	6_2|6_1	6_2|6_2	6_2|6_3	6_2|7	6_2|8	6_2|9	6_3|0	6_3|1	6_3|10	6_3|11	6_3|12	6_3|13	6_3|14	6_3|15	6_3|16	6_3|17	6_3|18	6_3|19	6_3|2	6_3|20	6_3|21	6_3|23	6_3|24	6_3|25	6_3|26	6_3|3	6_3|4	6_3|5	6_3|6_0	6_3|6_1	6_3|6_2	6_3|6_3	6_3|7	6_3|8	6_3|9	7|0	7|1	7|10	7|11	7|12	7|13	7|14	7|15	7|16	7|17	7|18	7|19	7|2	7|20	7|21	7|23	7|24	7|25	7|26	7|3	7|4	7|5	7|6_0	7|6_1	7|6_2	7|6_3	7|7	7|8	7|9	8|0	8|1	8|10	8|11	8|12	8|13	8|14	8|15	8|16	8|17	8|18	8|19	8|2	8|20	8|21	8|23	8|24	8|25	8|26	8|3	8|4	8|5	8|6_0	8|6_1	8|6_2	8|6_3	8|7	8|8	8|9	9|0	9|1	9|10	9|11	9|12	9|13	9|14	9|15	9|16	9|17	9|18	9|19	9|2	9|20	9|21	9|23	9|24	9|25	9|26	9|3	9|4	9|5	9|6_0	9|6_1	9|6_2	9|6_3	9|7	9|8	9|9
CPI-CC0CCDF6512	GABA_byGAD2_and_SLC6A1_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.125	1.018						0.987			0.899		1.0			1.001	0.829	1.093			1.049	0.778	1.008	1.003	1.003	0.957	0.903			0.791																																																																																																																																																		0.988						0.957			0.869		0.971			0.972	0.8	1.064			1.02	0.749	0.978	0.973	0.973	0.928	0.874			0.762	0.474														0.457					0.505																																																																																																	1.271						1.24			1.152		1.253			1.254	1.082	1.346			1.302	1.031	1.261	1.255	1.255	1.21	1.156			1.044																														0.505														0.488					0.537										1.088						1.057			0.969		1.07			1.071	0.899	1.163			1.119	0.848	1.078	1.073	1.073	1.027	0.973			0.861	0.559														0.543					0.591																																							1.425														1.408					1.457																																							0.872						0.841			0.753		0.855			0.855	0.684	0.947			0.904	0.633	0.862	0.857	0.857	0.812	0.757			0.645																																																											0.543														0.527					0.575										0.79														0.774					0.822										0.532														0.516					0.564										0.851														0.834					0.883																																							0.436														0.419					0.468										0.642														0.625					0.674									
CPI-CC037EB0864	Glutamate_byGLS_and_SLC17A6_Glutamate_NMDA_1_2C_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_NMDA_1_2C_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.125	0.666						0.762					0.784			0.662	2.038	0.758							0.647	0.711					0.31						0.406									1.682														0.623						0.72									1.995																																											0.502						0.599					0.62			0.498	1.874	0.595							0.483	0.548					0.449						0.546									1.821														0.306						0.402									1.678														0.421						0.518									1.793														0.447						0.544					0.565			0.443	1.819	0.54							0.428	0.493					0.771						0.868					0.889			0.767	2.144	0.864							0.752	0.817					0.782						0.878					0.9			0.778	2.154	0.875							0.763	0.827					0.501						0.598									1.873																																																																																																																																		1.288						1.384									2.66																																																																								0.342						0.439									1.715														0.689						0.786					0.807			0.685	2.061	0.782							0.67	0.735					0.703						0.799					0.82			0.699	2.075	0.795							0.684	0.748					0.631						0.728									2.004														0.551						0.648									1.923																																																																								0.844						0.941					0.962			0.84	2.217	0.937							0.825	0.89					0.91						1.006					1.027			0.906	2.282	1.002							0.89	0.955					0.369						0.466									1.742													
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.125	1.463	1.238	1.187	0.472	1.185	1.489	0.782	1.52	1.738	2.068	1.94	0.92	0.607	0.572	1.125		1.523		1.7	1.404	1.844	1.474	1.344	1.215	0.946	1.601	2.054	1.609	1.166																																																																				1.834											1.609						1.819												1.918											1.694						1.904												2.208											1.984						2.194												2.043											1.819						2.029																																																																						2.036											1.812						2.022												1.884											1.66						1.87												2.073											1.849						2.058																																									1.86											1.636						1.846												2.039											1.815						2.025																																																																						2.275											2.051						2.26																																									2.027											1.803						2.013												1.944											1.72						1.93												2.158											1.934						2.143												2.173											1.949						2.159												2.147											1.923						2.132												1.909											1.685						1.895																																									1.887											1.663						1.873			1.555	1.33	1.279	0.564	1.277	1.581	0.874	1.613	1.83	2.16	2.033	1.012	0.699	0.664	1.217		1.615		1.793	1.496	1.936	1.567	1.436	1.307	1.038	1.693	2.146	1.701	1.258																													
CPI-CC0A3EF2F90	GABA_byGAD2_and_SLC6A6_GABA-A_a3b3g2S_complex	complex:GABA_byGAD2_and_SLC6A6	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.125	1.018						0.987			0.899		1.0			1.001	0.829	1.093			1.049	0.778	1.008	1.003	1.003	0.957	0.903			0.791																																																																																																																																																		0.988						0.957			0.869		0.971			0.972	0.8	1.064			1.02	0.749	0.978	0.973	0.973	0.928	0.874			0.762	0.474														0.457					0.505																																																																																																	1.271						1.24			1.152		1.253			1.254	1.082	1.346			1.302	1.031	1.261	1.255	1.255	1.21	1.156			1.044																														0.505														0.488					0.537										1.088						1.057			0.969		1.07			1.071	0.899	1.163			1.119	0.848	1.078	1.073	1.073	1.027	0.973			0.861	1.561														1.545					1.593																																							1.018														1.002					1.05																																							0.872						0.841			0.753		0.855			0.855	0.684	0.947			0.904	0.633	0.862	0.857	0.857	0.812	0.757			0.645																																																											0.543														0.527					0.575										0.79														0.774					0.822										0.532														0.516					0.564										0.851														0.834					0.883																																							0.436														0.419					0.468										0.642														0.625					0.674									
CPI-CC001A2A34F	GABA_byGAD2_and_SLC6A1_GABA-A_a1b2d_complex	complex:GABA_byGAD2_and_SLC6A1	complex:GABA-A_a1b2d_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.125	0.772						0.768				0.79	0.773					1.537			0.812	0.983	0.909		0.825				1.311	0.861																																																																																																																																																		0.743						0.738				0.761	0.744					1.508			0.783	0.954	0.88		0.796				1.281	0.831	0.228										0.246										0.439	0.365						0.767																																																																																									1.025						1.021				1.043	1.026					1.79			1.065	1.236	1.162		1.078				1.564	1.114																														0.26										0.277										0.471	0.396						0.798		0.843						0.838				0.86	0.844					1.607			0.882	1.053	0.979		0.895				1.381	0.931	0.314										0.332										0.525	0.451						0.852																															1.18										1.198										1.391	1.317						1.718																															0.627						0.622				0.644	0.628					1.392			0.667	0.838	0.763		0.68				1.165	0.715																																																											0.298										0.316										0.509	0.435						0.836		0.545										0.563										0.756	0.682						1.083		0.287										0.305										0.498	0.424						0.825		0.606										0.624										0.817	0.742						1.144																															0.191										0.209										0.402	0.327						0.729		0.397										0.414										0.607	0.533						0.935	
CPI-SS0B0B67CA2	NRXN2_ADGRL1	simple:P58401	simple:O94910	NRXN2	ADGRL1	False	False	True	curated	False	Receptor-Receptor	Signaling by Neurexin	0.126	2.928	2.648	3.249	3.715	3.446	3.218	2.842	2.598	2.703	3.09	3.06	2.667	2.783		2.829	3.447	3.251	2.876		2.826	2.963	2.964	3.025	3.143	3.17	2.658	2.684	3.086	2.644				1.714	1.445																												1.966	1.697																												2.522	2.253																												3.225	2.956																												3.798	3.529																												3.288	3.02																												1.739	1.47																												2.942	2.674																												2.522	2.253																												3.637	3.368																												3.463	3.194																												1.659	1.39																												1.939	1.67																												3.922	3.653																												2.595	2.326																												3.865	3.597																												1.636	1.368																																																						2.7	2.42	3.02	3.486	3.217	2.99	2.613	2.369	2.474	2.862	2.832	2.439	2.555		2.601	3.219	3.022	2.647		2.598	2.735	2.736	2.796	2.914	2.942	2.43	2.456	2.858	2.416				3.539	3.271																												3.605	3.336																												3.668	3.4																												3.591	3.323																												3.269	3.0																												3.082	2.813																												3.021	2.753																												3.535	3.267																												3.057	2.788																								
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	0.126	3.702																			3.473										2.686																			2.458										4.402	2.401	2.653	3.209	3.912	4.485	3.976	2.427	3.63	3.209	4.325	4.15	2.346	2.626	4.609	3.282	4.553	2.324		4.173	4.227	4.292	4.356	4.279	3.956	3.769	3.709	4.223	3.744	2.74																			2.511										3.074																			2.846										2.914																			2.686										3.443																			3.214										2.862																			2.633										3.935																			3.706										3.934																			3.705										3.551																			3.322										2.968																			2.739																																							2.857																			2.629										3.31																			3.082										4.342																			4.113										4.427																			4.199										3.578																			3.349																																							3.265																			3.036										3.161																			2.932										3.409																			3.18										2.811																			2.582										2.994																			2.766										3.014																			2.785										2.768																			2.539										3.292																			3.064										4.999	2.998	3.25	3.806	4.509	5.082	4.572	3.023	4.226	3.806	4.921	4.747	2.943	3.223	5.206	3.879	5.149	2.92		4.77	4.824	4.889	4.952	4.875	4.553	4.366	4.305	4.819	4.341	3.359																			3.13									
CPI-CC020E8A4A3	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_1_4_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_1_4_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.127		0.639				1.023	0.713					0.649									0.998	0.639						0.666							0.667						0.293									0.642							0.309							0.98						0.607									0.955							0.623																																0.475				0.859	0.55					0.486									0.835	0.475						0.502							0.806						0.433									0.781							0.449							0.663						0.289									0.638							0.305							0.778						0.405									0.753							0.421			0.42				0.804	0.495					0.431									0.78	0.42						0.447			0.745				1.129	0.819					0.755									1.104	0.744						0.771			0.755				1.139	0.83					0.766									1.114	0.755						0.782							0.858						0.485									0.834							0.501																																																																																																																											1.645						1.271									1.62							1.288																																																																	0.699						0.326									0.675							0.342			0.662				1.046	0.737					0.673									1.022	0.662						0.689			0.676				1.06	0.75					0.686									1.035	0.675						0.702							0.989						0.615									0.964							0.631							0.908						0.535									0.883							0.551																																																													0.818				1.201	0.892					0.828									1.177	0.817						0.844			0.883				1.267	0.957					0.893									1.242	0.882						0.909							0.726						0.353									0.702							0.369	
CPI-SS0D81D9F5E	EFNA2_EPHA5	simple:O43921	simple:P54756	EFNA2	EPHA5	False	False	True	curated	False	Ligand-Receptor	Signaling by Ephrin	0.128	0.659					0.758				1.094	0.431	0.948			0.775	0.611	0.842	0.712		0.589	0.717	0.827	0.575	0.5	0.597		0.603	0.542	0.517	0.454									0.889		0.742										0.622								0.46									0.895		0.748										0.628																																																																																															0.638									1.073		0.926										0.806																																					0.451									0.887		0.74										0.62																																																																		0.604									1.04		0.893										0.772																																																																		0.506									0.942		0.795										0.674								0.505									0.941		0.794										0.673								0.572									1.008		0.861										0.741								1.513									1.948		1.801										1.681								1.902									2.337		2.19										2.07								0.51									0.946		0.799										0.678								0.472									0.907		0.76										0.64								0.512									0.947		0.8										0.68								0.741									1.177		1.03										0.909								0.57									1.005		0.858										0.738								0.449									0.884		0.737										0.617																																					0.656									1.091		0.944										0.824								0.695					0.794				1.131	0.467	0.984			0.811	0.647	0.879	0.748		0.625	0.753	0.864	0.611	0.536	0.634		0.64	0.578	0.553	0.506									0.942		0.795										0.674							
CPI-CS0E6EE9A46	GABA_byGAD2_and_SLC6A11_GABBR1	complex:GABA_byGAD2_and_SLC6A11	simple:Q9UBS5		GABBR1	True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.128	1.752	0.427	1.487	0.448	0.891	1.106	1.777	0.796	1.944	1.411	1.764	1.94	0.254	0.503	1.872	0.816	2.021	0.755		1.822	1.639	1.961	1.529	1.704	1.345	1.445	2.028	1.783	1.036																																																																																																																																																																															1.777	0.452	1.512	0.473	0.916	1.131	1.802	0.821	1.969	1.436	1.789	1.965	0.279	0.528	1.897	0.841	2.046	0.78		1.847	1.664	1.986	1.554	1.729	1.37	1.47	2.053	1.808	1.061																																																																																																																																																		1.805																			1.876		2.015						1.837																																																																																									1.94																			2.011		2.15						1.971																															1.804	0.479	1.539	0.5	0.943	1.158	1.829	0.848	1.996	1.463	1.816	1.992	0.306	0.555	1.924	0.868	2.073	0.807		1.874	1.691	2.013	1.581	1.756	1.397	1.497	2.08	1.835	1.088																																																																																								1.745																			1.815		1.955						1.776		1.836																			1.906		2.045						1.867																																																												1.739																			1.81		1.949						1.77		1.866																			1.936		2.075						1.897	
CPI-CS059C42E4B	TENM3_FLRT1_complex_ADGRL3	complex:TENM3_FLRT1_complex	simple:Q9HAR2		ADGRL3	False	True	True	curated	False	Ligand-Receptor	Signaling by Fibronectin	0.13	1.82	0.901	1.575		1.072	1.923	1.543	0.947	1.838	1.669	2.144	2.46	0.727	0.603	1.297	0.996	1.496			1.733	1.365	1.829	1.074	1.29	1.189	0.673	1.075	2.526	1.309	1.571											2.211																2.277																																																												1.944											2.584																2.65		1.94											2.58																2.646		1.932	1.013	1.687		1.184	2.035	1.655	1.059	1.95	1.781	2.256	2.572	0.839	0.715	1.409	1.108	1.608			1.845	1.477	1.941	1.186	1.401	1.3	0.785	1.186	2.638	1.421	1.67											2.31																2.376		1.605											2.245																2.311		2.027											2.667																2.733																															1.708											2.348																2.413																																																												1.918											2.558																2.624																															1.929											2.569																2.635		1.727											2.367																2.433																															1.832											2.472																2.538																															1.884											2.524																2.59		1.782											2.422																2.488		1.742											2.382																2.448		1.754											2.394																2.46		1.702											2.342																2.408		1.55											2.19																2.256		1.893											2.533																2.599		1.625											2.265																2.331	
CPI-SS011931B0F	SEMA4G_PLXNB2	simple:Q9NTN9	simple:O15031	SEMA4G	PLXNB2	False	False	True	curated	False	Ligand-Receptor	Signaling by Semaphorin	0.131										2.303			1.427																										2.274			1.398																																																																																				2.62			1.744																																																																																																																	2.27			1.394																										2.291			1.415																										2.75			1.874																										2.442			1.566																																																																																				2.249			1.373																																																							2.373			1.497																										2.416			1.539																																																							2.392			1.516																	1.249	1.362		1.4	1.436	1.506	1.554	1.094	1.485	2.93	1.923	0.998	2.054		1.438	1.321	2.636	2.12	1.866	1.247	1.517	1.223	1.097	1.38	1.082		1.106	1.392	1.222										2.45			1.574																										2.366			1.49																										2.22			1.343																										2.337			1.461																																														1.232	1.345		1.383	1.419	1.489	1.537	1.077	1.468	2.913	1.906	0.981	2.037		1.421	1.304	2.619	2.103	1.849	1.23	1.5	1.206	1.08	1.363	1.065		1.089	1.375	1.205	1.234	1.348		1.385	1.422	1.492	1.54	1.08	1.47	2.915	1.908	0.984	2.039		1.423	1.307	2.622	2.106	1.852	1.233	1.503	1.209	1.083	1.366	1.067		1.092	1.378	1.207										2.281			1.405																
CPI-CC035C82A9B	GABA_byGAD1_and_SLC32A1_GABA-A_a3b3g2S_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a3b3g2S_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.132	1.161						1.13			1.042		1.144			1.144	0.973	1.236			1.193	0.922	1.151	1.146	1.146	1.101	1.046			0.934	0.482														0.465					0.514																																							0.538														0.521					0.57																																																																				1.532						1.501			1.413		1.514			1.515	1.344	1.607			1.564	1.292	1.522	1.517	1.517	1.471	1.417			1.305																																																											0.449														0.432					0.481																																							1.194						1.163			1.075		1.176			1.177	1.005	1.269			1.225	0.954	1.184	1.178	1.178	1.133	1.079			0.967																														0.511														0.494					0.543										1.857						1.826			1.738		1.839			1.84	1.668	1.932			1.888	1.617	1.847	1.842	1.842	1.796	1.742			1.63																														0.645														0.628					0.677										1.332														1.315					1.364																																							1.312						1.282			1.194		1.295			1.296	1.124	1.388			1.344	1.073	1.303	1.297	1.297	1.252	1.198			1.086	0.439														0.422					0.471																																							0.742														0.726					0.774										1.039														1.022					1.07										0.563														0.546					0.594										1.12														1.104					1.152																																																																				0.792														0.775					0.823									
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	0.133	1.389	0.669	2.156	0.516	1.092	1.629	1.846	0.595	1.874	1.095	0.649	0.981		0.58	1.22	1.031	1.898	0.664		1.185	0.734	1.359	1.396	1.037	0.932	0.813	0.693	1.16	1.074	1.1		1.868			1.341	1.557		1.585																																																																															1.178		1.946			1.418	1.635		1.663																					1.395		2.163			1.636	1.852		1.88																					1.212		1.98			1.453	1.67		1.697																																																																															1.312		2.08			1.553	1.77		1.798																					1.279		2.047			1.519	1.736		1.764																					1.171		1.939			1.412	1.629		1.656																																																																															1.465		2.233			1.706	1.922		1.95																																																																															1.392		2.16			1.633	1.85		1.877																																																		1.335		2.103			1.576	1.793		1.821																					1.132		1.9			1.373	1.59		1.617																					1.365		2.133			1.606	1.822		1.85																					1.315		2.082			1.555	1.772		1.8																					1.466		2.234			1.707	1.923		1.951																					1.144		1.912			1.385	1.601		1.629																																																		1.168		1.936			1.409	1.626		1.653																																																		1.14		1.908			1.381	1.598		1.625																				
CPI-CC0990A372B	GABA_byGAD1_and_SLC32A1_GABA-A_a1b2d_complex	complex:GABA_byGAD1_and_SLC32A1	complex:GABA-A_a1b2d_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by GABA	0.137	0.916						0.911				0.934	0.917					1.681			0.956	1.127	1.053		0.969				1.454	1.004	0.237										0.255										0.448	0.373						0.775																															0.293										0.31										0.504	0.429						0.831																																																												1.287						1.282				1.304	1.288					2.051			1.327	1.498	1.423		1.34				1.825	1.375																																																											0.204										0.221										0.415	0.34						0.742																															0.948						0.944				0.966	0.949					1.713			0.988	1.159	1.085		1.001				1.487	1.037																														0.266										0.284										0.477	0.402						0.804		1.612						1.607				1.629	1.613					2.376			1.651	1.822	1.748		1.664				2.15	1.7																														0.4										0.418										0.611	0.537						0.938		1.087										1.104										1.297	1.223						1.625																															1.067						1.063				1.085	1.068					1.832			1.107	1.278	1.204		1.12				1.606	1.155	0.194										0.212										0.405	0.331						0.732																															0.497										0.515										0.708	0.634						1.035		0.793										0.811										1.004	0.93						1.332		0.317										0.335										0.528	0.454						0.856		0.875										0.893										1.086	1.012						1.413																																																												0.546										0.564										0.757	0.683						1.085	
CPI-CS0FDF3EF86	Glutamate_byGLS_and_SLC17A6_GRIK1	complex:Glutamate_byGLS_and_SLC17A6	simple:P39086		GRIK1	True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.138		0.639				1.023	0.731				1.405	0.649									1.177	0.639						0.779							0.667					1.049										0.821							0.423							0.98					1.362										1.135							0.736																																0.475				0.859	0.568				1.242	0.486									1.014	0.475						0.615							0.806					1.188										0.961							0.562							0.663					1.045										0.817							0.418							0.778					1.16										0.933							0.534			0.42				0.804	0.513				1.187	0.431									0.959	0.42						0.56			0.745				1.129	0.837				1.511	0.755									1.283	0.744						0.884			0.755				1.139	0.847				1.521	0.766									1.294	0.755						0.895							0.858					1.241										1.013							0.614																																																																																																																											1.645					2.027										1.8							1.401																																																																	0.699					1.082										0.854							0.455			0.662				1.046	0.755				1.428	0.673									1.201	0.662						0.802			0.676				1.06	0.768				1.442	0.686									1.214	0.675						0.816							0.989					1.371										1.143							0.744							0.908					1.29										1.063							0.664																																																													0.818				1.201	0.91				1.584	0.828									1.356	0.817						0.957			0.883				1.267	0.975				1.649	0.893									1.421	0.882						1.022							0.726					1.109										0.881							0.482	
CPI-CC088FD6274	Glutamate_byGLS_and_SLC17A6_Glutamate_Kainate_1_5_complex	complex:Glutamate_byGLS_and_SLC17A6	complex:Glutamate_Kainate_1_5_complex			True	False	True	curated	False	Ligand-Receptor	Signaling by Glutamate	0.138		0.639				1.023	0.731				0.953	0.649									0.815	0.639						0.779							0.667					0.597										0.459							0.423							0.98					0.91										0.772							0.736																																0.475				0.859	0.568				0.79	0.486									0.652	0.475						0.615							0.806					0.736										0.598							0.562							0.663					0.593										0.455							0.418							0.778					0.708										0.57							0.534			0.42				0.804	0.513				0.734	0.431									0.597	0.42						0.56			0.745				1.129	0.837				1.059	0.755									0.921	0.744						0.884			0.755				1.139	0.847				1.069	0.766									0.931	0.755						0.895							0.858					0.788										0.651							0.614																																																																																																																											1.645					1.575										1.437							1.401																																																																	0.699					0.63										0.492							0.455			0.662				1.046	0.755				0.976	0.673									0.839	0.662						0.802			0.676				1.06	0.768				0.99	0.686									0.852	0.675						0.816							0.989					0.919										0.781							0.744							0.908					0.838										0.7							0.664																																																													0.818				1.201	0.91				1.132	0.828									0.994	0.817						0.957			0.883				1.267	0.975				1.197	0.893									1.059	0.882						1.022							0.726					0.657										0.519							0.482	
