"gene","av_p","positive_p","interaction_p","d_m_p.value","d_f_p.value","f_m_p.value","d_m_estimate","d_f_estimate","f_m_estimate","int_d_p.value","int_f_p.value","int_m_p.value","int_d_estimate","int_f_estimate","int_m_estimate","singular","warning","error","av_q","interaction_q","positive_q"
"LOC129348986",0.874637208469641,0.397582354443106,0.281705774597613,0.290664556413247,0.999669495685126,0.299873463990454,0.18231446323562,-6.83188180858746e-05,0.182246144417534,0.198657445856561,0.397849253840985,0.399809711866441,0.146169933670059,0.0818282097492796,-0.0918654566496657,FALSE,NA,NA,0.886362732118439,0.933241052361236,0.799998934030607
"trip4",0.394150860358482,0.4178950554247,0.547406453969737,0.417335642320946,0.861748143706551,0.337227831051418,0.147179057959022,0.0301967711477652,0.177375829106787,0.57829311052996,0.417266083135116,0.419075226899007,-0.0680239031393466,0.0851371896029864,0.10093143321342,FALSE,NA,NA,0.73218339183034,0.983138189825895,0.809481627448731
"cln6a",0.533374938218149,0.339723293754156,0.170067630894366,0.129610136033082,0.566682097233737,0.363282899074236,0.299109461757143,-0.111796554978275,0.187312906778868,0.00091083698754457,0.464852310647837,0.340877102975234,0.506982586924404,0.132039436727802,0.15378839547625,FALSE,NA,NA,0.73218339183034,0.913555132681068,0.769881833743675
"rxfp3.3a2",0.300417497310711,0.755747145485822,0.172613345889149,0.638549128644871,0.525602795415133,0.300084202174503,0.0873270316679039,0.112969052597814,0.200296084265718,0.00738822191634409,0.848961165207023,0.756655790355497,-0.383523688810254,-0.0289869384998456,-0.0563276319356218,FALSE,NA,NA,0.73218339183034,0.913555132681068,0.94088337985049
"rps17",0.505537782867049,0.812507338756334,0.750795775278186,0.202285140957829,0.724504142027052,0.354847557531453,0.282788811787111,-0.0756648777322986,0.207123934054812,0.44249290837469,0.960637939649171,0.812939362441782,0.16722513244973,-0.0102948267107463,-0.0536361125229169,FALSE,NA,NA,0.73218339183034,0.993866318613488,0.954038437232819
"csnk1g1",0.406183205894878,0.859703605799119,0.792918008562288,0.390305811624454,0.945727310171027,0.425134165369542,0.163152824082781,-0.0123545664030967,0.150798257679684,0.74075755432517,0.402742936159394,0.859977643007902,-0.0508847093962905,-0.100738358051109,0.0246778198034553,FALSE,NA,NA,0.73218339183034,0.993866318613488,0.967818565601766
"LOC111571203",0.620331207818587,0.0695675997543299,0.0519819892375743,0.0203701362609578,0.49425520440948,0.0677118317565231,0.536295252257719,-0.143450988919178,0.392844263338541,0.119318016374083,0.670744655129005,0.070973933543504,0.387430471922458,0.0688548071556368,-0.408059825156006,FALSE,NA,NA,0.732783817437625,0.80988732850297,0.445567377924437
"neo1a",0.636496470749521,0.723236269439071,0.69667181068391,0.290697466739624,0.9602968099862,0.319671958624819,0.188161261895883,-0.00846902810881747,0.179692233787065,0.73731255511984,0.134954940556245,0.724026264559813,0.0402810537708391,0.147458577951919,0.0387005930324988,FALSE,NA,NA,0.733431272426643,0.993866318613488,0.930118500090234
"LOC111567962",0.733044766422974,0.0793516923628343,0.330068552184028,0.229759752927909,0.965741067478452,0.224500030943548,0.217423297776322,0.00739478557748931,0.224818083353811,0.643964221019696,0.833669699288954,0.0813635348085462,-0.0516893193487038,0.0211303823419672,-0.210086368024824,FALSE,NA,NA,0.775565087597076,0.935334889778834,0.475735586766568
"bbs4",0.52087838649652,0.455778997514632,0.693156406074723,0.261073654731418,0.892092012672214,0.330482214490491,0.204259011015047,-0.0235916454386146,0.180667365576432,0.104658751879583,0.589846107517468,0.456697137375876,0.208282120207561,0.0650215889877855,0.093718056126284,FALSE,NA,NA,0.73218339183034,0.993866318613488,0.834179886145002
"scamp2l",0.357837832318755,0.183687807849225,0.217964553111683,0.420303977334365,0.469984917047548,0.943379690194494,0.159407546547182,-0.144927744663063,0.0144798018841188,0.437930523883504,0.281982916427611,0.185716345002565,0.141658974633753,-0.211478525694723,0.222466173618985,FALSE,NA,NA,0.73218339183034,0.920747865142221,0.638012725875672
"coro2ba",0.657649943062241,0.221563781363562,0.0383345357033747,0.135344850386088,0.652156157027225,0.0578164054122574,0.310121488819938,0.0838281060069238,0.393949594826862,0.78317888408916,0.00529589486050401,0.223254943846695,0.0473373351069841,0.333530287511132,-0.254831455832359,FALSE,NA,NA,0.737399905207242,0.751279251342098,0.675235752806899
"LOC111564410",0.391795173355239,0.966450691475509,0.593906741742827,0.669182370781418,0.93898615290301,0.73712479048197,0.0897644801457299,-0.015761020436305,0.074003459709425,0.176219906724731,0.226107828441423,0.966517569738747,-0.242194000049626,-0.253470996258465,0.00887303683824052,FALSE,NA,NA,0.73218339183034,0.992732598170858,0.993072140967053
"cars1",0.42600381319245,0.924303056407304,0.923149699373072,0.405079971056978,0.988478595989945,0.409828726764645,0.163404879055801,-0.00265618638070308,0.160748692675098,0.744346250553658,0.599235500656313,0.924457481887344,-0.0527033506197422,-0.0678092836103934,0.0163155431983216,FALSE,NA,NA,0.73218339183034,0.996082327528344,0.981644357310747
"arfgap2",0.568176405831588,0.98149608676552,0.341084723390931,0.172516421031204,0.793502103581535,0.115247018725611,0.259450076726208,0.0491081227832265,0.308558199509435,0.251646489640909,0.0661489650578043,0.981516737342322,0.193260643162166,0.297285239569706,-0.0031688060449711,FALSE,NA,NA,0.73218339183034,0.935334889778834,0.995834379185014
"glceb",0.573335246497673,0.633908219545097,0.6748933972832,0.203716043588395,0.986704565662289,0.210567308131656,0.244991614001989,0.00307133817169639,0.248062952173685,0.51155845534963,0.54232714314366,0.634444719969924,0.0932347618989851,0.0889332699745941,-0.0750646782003958,FALSE,NA,NA,0.73218339183034,0.993866318613488,0.906325209364125
"tle3b",0.418224574007657,0.765674344855861,0.51163250265627,0.352057909234893,0.695539435946591,0.584374922471208,0.178888968132782,-0.0732763736474242,0.105612594485358,0.658072072700589,0.0642514231469982,0.766138721457955,-0.070800473704166,-0.262052413605749,-0.0444878485583137,FALSE,NA,NA,0.73218339183034,0.973406652930343,0.942350621728456
"LOC111564639",0.409546544535273,0.252355127558045,0.519012943493936,0.442573490871578,0.721028885963324,0.275555884914517,0.142597870848017,0.0646444198134671,0.207242290661484,0.86949995313281,0.12814596028765,0.253448209029723,-0.0239062403334125,0.186244511308973,0.143224186464166,FALSE,NA,NA,0.73218339183034,0.977549102999009,0.70395008931112
"pias1a",0.483312882150195,0.407929223114141,0.869649544949562,0.292669024479673,0.937438019828013,0.273404947252338,0.192750737146614,0.0138324525725999,0.206583189719214,0.327540266640802,0.763068997296629,0.409670786707768,-0.123792703334547,-0.0366763816929831,-0.106062190917085,FALSE,NA,NA,0.73218339183034,0.994533566239674,0.805726010686415
"map2k5",0.461907723685443,0.482244571511369,0.721873995695018,0.350152365767691,0.892472146176165,0.427046780522167,0.173694803802045,-0.023617832941567,0.150076970860478,0.429089824149541,0.865701727660701,0.48378002964606,0.0960800577849547,-0.0186542656559528,0.0979492337586272,FALSE,NA,NA,0.73218339183034,0.993866318613488,0.843363999554153
