id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	directionality	classification	6_0|6_0	6_0|6_1	6_0|6_2	6_0|6_3	6_1|6_0	6_1|6_1	6_1|6_2	6_1|6_3	6_2|6_0	6_2|6_1	6_2|6_2	6_2|6_3	6_3|6_0	6_3|6_1	6_3|6_2	6_3|6_3
CPI-SS0EE09A201	CDH2_CDH2	simple:P19022	simple:P19022	CDH2	CDH2	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.696	0.868	0.643	1.103	0.868	1.039	0.815	1.274	0.643	0.815	0.59	1.05	1.103	1.274	1.05	1.51
CPI-SS0C53F7672	CDH6_CDH6	simple:P55285	simple:P55285	CDH6	CDH6	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by Cadherin	0.194	0.0	0.0	0.152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.152	0.0	0.0	0.11
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	CADM1	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.652	2.324	2.047	1.504	2.324	2.995	2.719	2.176	2.047	2.719	2.442	1.899	1.504	2.176	1.899	1.356
CPI-SS09C06644C	CADM3_CADM1	simple:Q8N126	simple:Q9BY67	CADM3	CADM1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	1.087	1.758	1.481	0.939	1.079	1.75	1.474	0.931	1.107	1.779	1.502	0.959	1.596	2.268	1.991	1.448
CPI-SS02D18D12B	CADM3_CADM4	simple:Q8N126	simple:Q8NFZ8	CADM3	CADM4	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.712	0.936	0.607	0.356	0.704	0.928	0.6	0.348	0.732	0.956	0.628	0.376	1.221	1.445	1.117	0.865
CPI-SS0B3829651	CADM3_EPB41L1	simple:Q8N126	simple:Q9H4G0	CADM3	EPB41L1	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by CADM	0.708	0.87	0.496	1.104	0.7	0.862	0.488	1.096	0.728	0.89	0.516	1.124	1.217	1.38	1.005	1.613
CPI-SS04829AC68	GJA1_GJA1	simple:P17302	simple:P17302	GJA1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.169	0.136	0.147	0.0	0.136	0.103	0.114	0.0	0.147	0.114	0.125	0.0	0.0	0.0	0.0	0.0
CPI-SS0C4261737	GJC1_GJA1	simple:P36383	simple:P17302	GJC1	GJA1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.155	0.122	0.133	0.0	0.176	0.143	0.154	0.0	0.178	0.145	0.156	0.0	0.0	0.0	0.0	0.0
CPI-SS0CEFF4625	GJC1_GJC1	simple:P36383	simple:P36383	GJC1	GJC1	False	False	False	curated	False	Gap-Gap	Adhesion by GAP junction	0.141	0.162	0.164	0.0	0.162	0.183	0.185	0.0	0.164	0.185	0.187	0.0	0.0	0.0	0.0	0.0
CPI-SS0F9D53834	JAM3_JAM3	simple:Q9BX67	simple:Q9BX67	JAM3	JAM3	True	False	False	curated	False	Adhesion-Adhesion	Adhesion by JAM	0.196	0.346	0.267	0.222	0.346	0.496	0.417	0.372	0.267	0.417	0.338	0.293	0.222	0.372	0.293	0.248
CPI-SC030C83222	L1CAM_pL1:Ezrin	simple:P32004	complex:pL1:Ezrin	L1CAM		False	False	True	curated	False	Ligand-Receptor	Adhesion by L1CAM	0.937	0.92	0.979	0.941	1.026	1.009	1.068	1.029	1.109	1.092	1.151	1.113	1.073	1.057	1.116	1.077
CPI-SS0ACD487F0	L1CAM_L1CAM	simple:P32004	simple:P32004	L1CAM	L1CAM	False	False	False	curated	False	Adhesion-Adhesion	Adhesion by L1CAM	1.675	1.764	1.847	1.811	1.764	1.853	1.936	1.9	1.847	1.936	2.019	1.984	1.811	1.9	1.984	1.948
CPI-SS00661A3A4	NECTIN1_CADM3	simple:Q15223	simple:Q8N126	NECTIN1	CADM3	True	True	False	curated	False	Adhesion-Adhesion	Adhesion by Nectin	0.901	0.894	0.922	1.411	0.603	0.595	0.623	1.113	0.686	0.678	0.706	1.195	0.831	0.823	0.852	1.341
CPI-CS064B4FE21	Adenosine_byNT5E_and_SLC29A1_ADORA1	complex:Adenosine_byNT5E_and_SLC29A1	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0BCAA5227	Adenosine_byNT5E_and_SLC29A2_ADORA1	complex:Adenosine_byNT5E_and_SLC29A2	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0521FD886	Adenosine_byNT5E_and_SLC29A4_ADORA1	complex:Adenosine_byNT5E_and_SLC29A4	simple:P30542		ADORA1	True	False	True	curated	False	Ligand-Receptor	Signaling by Adenosine	0.069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS026C7F8A2	ENTPD1_ADORA1	simple:P49961	simple:P30542	ENTPD1	ADORA1	False	False	True	curated	False	Ligand-Receptor	Signaling by Ectonucleoside	0.0	0.0	0.0	0.0	0.088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BE6DBE1A	POMC_MC5R	simple:P01189	simple:P33032	POMC	MC5R	True	False	True	curated	False	Ligand-Receptor	Signaling by Proopiomelanocortin	0.077	0.243	0.085	0.234	0.0	0.0	0.0	0.0	0.189	0.355	0.198	0.346	0.138	0.304	0.146	0.295
CPI-SS0593F278B	AGRN_PTPRS	simple:O00468	simple:Q13332	AGRN	PTPRS	True	False	True	curated	False	Ligand-Receptor	Signaling by Agrin	1.526	1.397	1.128	1.783	1.322	1.193	0.924	1.58	1.275	1.146	0.877	1.533	1.239	1.11	0.841	1.497
CPI-SS023656B4B	LRRC4B_PTPRS	simple:Q9NT99	simple:Q13332	LRRC4B	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.929	1.8	1.531	2.187	1.81	1.681	1.412	2.067	1.336	1.207	0.938	1.594	1.71	1.581	1.312	1.968
CPI-SS0DCD351AD	LRFN5_PTPRS	simple:Q96NI6	simple:Q13332	LRFN5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine Rich Repeat And Fibronectin	1.783	1.654	1.385	2.04	2.004	1.875	1.606	2.261	1.212	1.083	0.814	1.469	1.111	0.982	0.713	1.368
CPI-SS08968FFAE	LRRTM4_PTPRS	simple:Q86VH4	simple:Q13332	LRRTM4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	2.186	2.057	1.788	2.444	2.144	2.015	1.746	2.401	1.858	1.729	1.46	2.116	1.857	1.728	1.459	2.114
CPI-SS000DBE90D	SLITRK1_PTPRS	simple:Q96PX8	simple:Q13332	SLITRK1	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.544	1.415	1.146	1.802	1.709	1.58	1.311	1.967	1.231	1.102	0.833	1.488	0.0	0.0	0.0	0.0
CPI-SS0EEF491E3	SLITRK4_PTPRS	simple:Q8IW52	simple:Q13332	SLITRK4	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.55	1.421	1.153	1.808	1.344	1.215	0.946	1.602	1.449	1.32	1.051	1.707	1.309	1.18	0.911	1.566
CPI-SS05F136AA2	SLITRK5_PTPRS	simple:O94991	simple:Q13332	SLITRK5	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	1.449	1.32	1.051	1.706	1.423	1.294	1.025	1.68	1.185	1.056	0.787	1.442	0.0	0.0	0.0	0.0
CPI-SS0FAD26C76	SLITRK6_PTPRS	simple:Q9H5Y7	simple:Q13332	SLITRK6	PTPRS	False	False	True	curated	False	Ligand-Receptor	Signaling by SLIT and NTRK-like protein	0.0	0.0	0.0	0.0	1.073	0.944	0.675	1.331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS07ACDDCD6	APP_SORL1	simple:P05067	simple:Q92673	APP	SORL1	True	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.817	1.949	1.834	1.663	1.925	2.057	1.942	1.771	1.574	1.706	1.591	1.42	1.523	1.656	1.541	1.369
CPI-SS097A84265	APP_TNFRSF21	simple:P05067	simple:O75509	APP	TNFRSF21	False	False	True	curated	False	Ligand-Receptor	Signaling by Amyloid-beta precursor protein	1.658	1.538	1.498	0.0	1.766	1.646	1.607	0.0	1.415	1.295	1.255	0.0	1.365	1.245	1.205	0.0
CPI-CS0D228AF4D	Dihydrotestosterone_bySRD5A2_AR	complex:Dihydrotestosterone_bySRD5A2	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.116	0.091	0.0	0.0	0.126	0.101	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS039E9FE7F	Dihydrotestosterone_bySRD5A3_AR	complex:Dihydrotestosterone_bySRD5A3	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.135	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-CS0BE6576AD	Testosterone_byHSD17B12_AR	complex:Testosterone_byHSD17B12	simple:P10275		AR	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.481	0.455	0.0	0.0	0.342	0.316	0.0	0.0	0.425	0.399	0.0	0.0	0.226	0.2	0.0	0.0
CPI-CS0B87D36A1	Estradiol_byCYP19A1_ESR2	complex:Estradiol_byCYP19A1	simple:Q92731		ESR2	True	False	True	curated	False	Ligand-Receptor	Signaling by Steroids	0.508	0.166	0.187	0.184	0.492	0.15	0.171	0.168	0.497	0.155	0.176	0.174	0.0	0.0	0.0	0.0
CPI-CS03629A52A	2arachidonoylglycerol_byDAGLA_CNR1	complex:2arachidonoylglycerol_byDAGLA	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.622	0.476	0.536	0.468	0.411	0.265	0.324	0.257	0.412	0.266	0.325	0.258	0.36	0.214	0.274	0.206
CPI-CS007D418BE	2arachidonoylglycerol_byDAGLB_CNR1	complex:2arachidonoylglycerol_byDAGLB	simple:P21554		CNR1	True	False	True	curated	False	Ligand-Receptor	Signaling by Arachidonoylglycerol	0.334	0.188	0.248	0.18	0.414	0.268	0.327	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0DD9B3D49	NGF_SORT1	simple:P01138	simple:Q99523	NGF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Beta-nerve growth factor	0.079	0.108	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS09A36B221	BDNF_SORT1	simple:P23560	simple:Q99523	BDNF	SORT1	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	0.396	0.425	0.0	0.517	0.3	0.329	0.0	0.421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0BACF0481	BMP7_BMR1A_ACR2A	simple:P18075	complex:BMR1A_ACR2A	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.068	0.07	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC049520B40	BMP7_BMR1A_AVR2B	simple:P18075	complex:BMR1A_AVR2B	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SC0B1EBCCC6	BMP7_BMPR1A_BMPR2	simple:P18075	complex:BMPR1A_BMPR2	BMP7		True	False	True	curated	False	Ligand-Receptor	Signaling by BMP	0.068	0.07	0.0	0.163	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS0BA601DC4	BDNF_NTRK2	simple:P23560	simple:Q16620	BDNF	NTRK2	True	False	True	curated	False	Ligand-Receptor	Signaling by Brain-derived neurotrophic factor	1.217	1.494	1.065	1.151	1.121	1.398	0.969	1.055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CPI-SS084EA55C0	CLSTN1_NRXN1	simple:O94985	simple:Q9ULB1	CLSTN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	2.071	1.711	1.606	1.487	2.083	1.724	1.619	1.5	2.044	1.685	1.58	1.46	1.792	1.433	1.328	1.209
CPI-SS09A6C048C	CLSTN2_NRXN1	simple:Q9H4D0	simple:Q9ULB1	CLSTN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	1.37	1.01	0.905	0.786	1.554	1.194	1.089	0.97	1.573	1.213	1.108	0.989	1.327	0.967	0.862	0.743
CPI-SS043D3630C	LRRTM1_NRXN1	simple:Q86UE6	simple:Q9ULB1	LRRTM1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.499	1.139	1.034	0.915	1.349	0.99	0.885	0.765	1.149	0.789	0.684	0.565	1.157	0.797	0.692	0.573
CPI-SS0E5F8A5F7	LRRTM2_NRXN1	simple:O43300	simple:Q9ULB1	LRRTM2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	1.322	0.963	0.858	0.738	1.474	1.114	1.009	0.89	1.152	0.792	0.687	0.568	1.074	0.714	0.609	0.49
CPI-SS03466C597	LRRTM4_NRXN1	simple:Q86VH4	simple:Q9ULB1	LRRTM4	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	2.18	1.821	1.716	1.596	2.138	1.778	1.673	1.554	1.852	1.492	1.387	1.268	1.851	1.491	1.386	1.267
CPI-SS0D2DF7881	NLGN1_NRXN1	simple:Q8N2Q7	simple:Q9ULB1	NLGN1	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	2.119	1.76	1.655	1.535	2.197	1.837	1.732	1.613	1.861	1.501	1.396	1.277	2.26	1.9	1.795	1.676
CPI-SS0B360C289	NLGN2_NRXN1	simple:Q8NFZ4	simple:Q9ULB1	NLGN2	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.663	1.304	1.199	1.079	1.572	1.212	1.107	0.988	1.892	1.532	1.427	1.308	1.741	1.382	1.277	1.157
CPI-SS0613D0B62	NLGN3_NRXN1	simple:Q9NZ94	simple:Q9ULB1	NLGN3	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.537	1.177	1.072	0.953	1.786	1.426	1.321	1.202	1.417	1.057	0.952	0.833	1.298	0.938	0.833	0.714
CPI-SS0CCB5F46B	NLGN4Y_NRXN1	simple:Q8NFZ3	simple:Q9ULB1	NLGN4Y	NRXN1	False	False	False	curated	False	Ligand-Receptor	Signaling by Neuroligin	1.472	1.112	1.007	0.888	1.682	1.322	1.217	1.098	1.144	0.784	0.679	0.56	1.331	0.971	0.866	0.747
CPI-SS0BF9265F0	CLSTN1_NRXN2	simple:O94985	simple:P58401	CLSTN1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	3.465	3.388	3.066	2.879	3.478	3.401	3.078	2.891	3.439	3.362	3.039	2.852	3.187	3.11	2.787	2.6
CPI-SS093707FE0	CLSTN2_NRXN2	simple:Q9H4D0	simple:P58401	CLSTN2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Calsyntenin	2.764	2.687	2.365	2.178	2.948	2.871	2.548	2.361	2.967	2.89	2.568	2.381	2.721	2.644	2.322	2.135
CPI-SS0888FD8F7	LRRTM1_NRXN2	simple:Q86UE6	simple:P58401	LRRTM1	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	2.893	2.816	2.494	2.307	2.743	2.666	2.344	2.157	2.543	2.466	2.144	1.957	2.551	2.474	2.152	1.965
CPI-SS023A16921	LRRTM2_NRXN2	simple:O43300	simple:P58401	LRRTM2	NRXN2	False	False	False	curated	False	Ligand-Receptor	Signaling by Leucine-Rich Repeat Transmembrane Neuronal Protein	2.717	2.64	2.317	2.13	2.868	2.791	2.468	2.281	2.546	2.469	2.147	1.96	2.468	2.391	2.069	1.882
